ICAO;Operador Aéreo;Etapa;Voo;Equip;Assentos;Origem;Aeroporto Origem;Início;Partida Prevista;Chegada Prevista;dt_referencia;nr_voo;nr_etapa;Tipo;Destino;Aeroporto Destino;tx_codeshare
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2675;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:40;31/01/2022 19:10;31/01/2022 00:00:00;2675;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2681;E195;118;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;31/01/2022;31/01/2022 13:15;31/01/2022 14:30;31/01/2022 00:00:00;2681;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2686;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 12:40;31/01/2022 14:40;31/01/2022 00:00:00;2686;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBTD;LUÍS DAL CANALLE FILHO - TOLEDO - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2687;AT76;70;SBTD;LUÍS DAL CANALLE FILHO - TOLEDO - PR - BRASIL;31/01/2022;31/01/2022 15:30;31/01/2022 17:30;31/01/2022 00:00:00;2687;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2689;AT76;70;SBML;FRANK MILOYE MILENKOVICH - MARÍLIA - SP - BRASIL;31/01/2022;31/01/2022 19:40;31/01/2022 20:45;31/01/2022 00:00:00;2689;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2690;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 09:00;31/01/2022 11:05;31/01/2022 00:00:00;2690;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCR;CORUMBÁ - CORUMBÁ - MS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;3;2690;E195;118;SBDB;BONITO - BONITO - MS - BRASIL;31/01/2022;31/01/2022 13:25;31/01/2022 15:20;31/01/2022 00:00:00;2690;3;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2692;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 19:20;31/01/2022 20:25;31/01/2022 00:00:00;2692;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2694;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:30;31/01/2022 19:00;31/01/2022 00:00:00;2694;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2695;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:05;31/01/2022 09:30;31/01/2022 00:00:00;2695;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2697;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 23:35;01/02/2022 02:35;31/01/2022 00:00:00;2697;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBTE;SENADOR PETRÔNIO PORTELLA - TERESINA - PI - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2700;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:20;31/01/2022 19:05;31/01/2022 00:00:00;2700;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2704;E195;118;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;31/01/2022;31/01/2022 06:05;31/01/2022 07:10;31/01/2022 00:00:00;2704;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2;2705;A21N;214;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO - BELÉM - PA - BRASIL;31/01/2022;31/01/2022 16:55;31/01/2022 20:25;31/01/2022 00:00:00;2705;2;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2;2710;E195;118;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;31/01/2022;31/01/2022 11:25;31/01/2022 12:35;31/01/2022 00:00:00;2710;2;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2711;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 12:55;31/01/2022 14:30;31/01/2022 00:00:00;2711;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SSGG;Tancredo Thomas de Faria - GUARAPUAVA - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2712;AT76;70;SSGG;Tancredo Thomas de Faria - GUARAPUAVA - PR - BRASIL;31/01/2022;31/01/2022 15:10;31/01/2022 16:45;31/01/2022 00:00:00;2712;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2717;AT76;70;SBSR;PROFESSOR ERIBERTO MANOEL REINO - SÃO JOSÉ DO RIO PRETO - SP - BRASIL;31/01/2022;31/01/2022 06:00;31/01/2022 07:05;31/01/2022 00:00:00;2717;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2736;A21N;214;SBJP;PRESIDENTE CASTRO PINTO - SANTA RITA - PB - BRASIL;31/01/2022;31/01/2022 03:45;31/01/2022 07:00;31/01/2022 00:00:00;2736;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2741;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 08:15;31/01/2022 09:25;31/01/2022 00:00:00;2741;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2753;E195;118;SBNF;MINISTRO VICTOR KONDER - NAVEGANTES - SC - BRASIL;31/01/2022;31/01/2022 19:55;31/01/2022 21:00;31/01/2022 00:00:00;2753;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2763;AT76;70;SBDN;PRESIDENTE PRUDENTE - PRESIDENTE PRUDENTE - SP - BRASIL;31/01/2022;31/01/2022 05:10;31/01/2022 06:35;31/01/2022 00:00:00;2763;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2786;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 18:10;31/01/2022 19:20;31/01/2022 00:00:00;2786;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2797;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:15;31/01/2022 07:20;31/01/2022 00:00:00;2797;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2800;E195;118;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;31/01/2022;31/01/2022 18:30;31/01/2022 19:45;31/01/2022 00:00:00;2800;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5127 início: 20/12/2021 fim: 25/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2810;A332;271;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:25;31/01/2022 16:30;31/01/2022 00:00:00;2810;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;TAP/5339 início: 11/12/2021 fim: 19/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2814;AT76;70;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;31/01/2022;31/01/2022 19:55;31/01/2022 21:25;31/01/2022 00:00:00;2814;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2815;E295;136;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;31/01/2022;31/01/2022 10:45;31/01/2022 11:45;31/01/2022 00:00:00;2815;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2824;E295;136;SBPJ;BRIGADEIRO LYSIAS RODRIGUES - PALMAS - TO - BRASIL;31/01/2022;31/01/2022 03:05;31/01/2022 05:20;31/01/2022 00:00:00;2824;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2832;E295;136;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 15:05;31/01/2022 16:15;31/01/2022 00:00:00;2832;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;UAL/7327 início: 31/01/2022 fim: 25/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2836;AT76;70;SBLO;GOVERNADOR JOSÉ RICHA - LONDRINA - PR - BRASIL;31/01/2022;31/01/2022 19:50;31/01/2022 21:10;31/01/2022 00:00:00;2836;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2837;AT76;70;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;31/01/2022;31/01/2022 10:55;31/01/2022 12:25;31/01/2022 00:00:00;2837;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2843;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 12:50;31/01/2022 13:55;31/01/2022 00:00:00;2843;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;TAP/5328 início: 31/01/2022 fim: 25/02/2022, UAL/7344 início: 31/01/2022 fim: 25/02/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2845;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:40;31/01/2022 18:55;31/01/2022 00:00:00;2845;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBML;FRANK MILOYE MILENKOVICH - MARÍLIA - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2850;E295;136;SBCG;CAMPO GRANDE - CAMPO GRANDE - MS - BRASIL;31/01/2022;31/01/2022 10:50;31/01/2022 12:20;31/01/2022 00:00:00;2850;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2859;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:35;31/01/2022 10:05;31/01/2022 00:00:00;2859;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO - UBERLÂNDIA - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2860;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:25;31/01/2022 15:05;31/01/2022 00:00:00;2860;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCX;REGIONAL HUGO CANTERGIANI - CAXIAS DO SUL - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2863;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 19:05;31/01/2022 20:20;31/01/2022 00:00:00;2863;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2865;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 23:45;01/02/2022 00:45;31/01/2022 00:00:00;2865;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2869;E295;136;SBGO;SANTA GENOVEVA/GOIÂNIA - GOIÂNIA - GO - BRASIL;31/01/2022;31/01/2022 10:20;31/01/2022 11:50;31/01/2022 00:00:00;2869;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2874;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 22:50;01/02/2022 00:15;31/01/2022 00:00:00;2874;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBLO;GOVERNADOR JOSÉ RICHA - LONDRINA - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2886;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:15;31/01/2022 18:45;31/01/2022 00:00:00;2886;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2912;A20N;174;SBSG;GOVERNADOR ALUIZIO ALVES - SÃO GONÇALO DO AMARANTE - RN - BRASIL;31/01/2022;31/01/2022 17:45;31/01/2022 21:10;31/01/2022 00:00:00;2912;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2916;E295;136;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;31/01/2022;31/01/2022 15:30;31/01/2022 16:35;31/01/2022 00:00:00;2916;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2918;AT76;70;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:45;31/01/2022 14:50;31/01/2022 00:00:00;2918;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBML;FRANK MILOYE MILENKOVICH - MARÍLIA - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2920;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 18:10;31/01/2022 19:25;31/01/2022 00:00:00;2920;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2921;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:00;31/01/2022 14:45;31/01/2022 00:00:00;2921;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2923;A332;271;SBRF;GUARARAPES - GILBERTO FREYRE - RECIFE - PE - BRASIL;31/01/2022;31/01/2022 18:00;31/01/2022 21:15;31/01/2022 00:00:00;2923;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;TAP/5293 início: 17/01/2022 fim: 26/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2943;A332;271;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 11:20;31/01/2022 15:10;31/01/2022 00:00:00;2943;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2944;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:45;31/01/2022 18:50;31/01/2022 00:00:00;2944;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2945;A20N;174;SBVT;EURICO DE AGUIAR SALLES - VITÓRIA - ES - BRASIL;31/01/2022;31/01/2022 19:35;31/01/2022 21:15;31/01/2022 00:00:00;2945;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2953;A20N;174;SBTE;SENADOR PETRÔNIO PORTELLA - TERESINA - PI - BRASIL;31/01/2022;31/01/2022 02:10;31/01/2022 05:15;31/01/2022 00:00:00;2953;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2954;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 21:50;01/02/2022 01:20;31/01/2022 00:00:00;2954;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO - BELÉM - PA - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2955;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:40;31/01/2022 10:15;31/01/2022 00:00:00;2955;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBFI;CATARATAS - FOZ DO IGUAÇU - PR - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2971;AT76;70;SWLC;GENERAL LEITE DE CASTRO - RIO VERDE - GO - BRASIL;31/01/2022;31/01/2022 10:50;31/01/2022 12:45;31/01/2022 00:00:00;2971;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2977;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 16:15;31/01/2022 17:50;31/01/2022 00:00:00;2977;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2991;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 14:05;31/01/2022 16:25;31/01/2022 00:00:00;2991;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;2995;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 17:55;31/01/2022 19:00;31/01/2022 00:00:00;2995;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBJV;LAURO CARNEIRO DE LOYOLA - JOINVILLE - SC - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4013;A332;271;SBEG;EDUARDO GOMES - MANAUS - AM - BRASIL;31/01/2022;31/01/2022 16:40;31/01/2022 20:20;31/01/2022 00:00:00;4013;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4020;E295;136;SBCT;AFONSO PENA - SÃO JOSÉ DOS PINHAIS - PR - BRASIL;31/01/2022;31/01/2022 19:45;31/01/2022 20:45;31/01/2022 00:00:00;4020;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4026;A20N;174;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;31/01/2022;31/01/2022 05:30;31/01/2022 07:10;31/01/2022 00:00:00;4026;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;CMP/7126 início: 09/12/2021 fim: 26/03/2022
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4031;A21N;214;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 13:30;31/01/2022 16:20;31/01/2022 00:00:00;4031;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBMO;ZUMBI DOS PALMARES - RIO LARGO - AL - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4039;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 16:30;31/01/2022 17:35;31/01/2022 00:00:00;4039;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4042;E195;118;SBRJ;SANTOS DUMONT - RIO DE JANEIRO - RJ - BRASIL;31/01/2022;31/01/2022 13:00;31/01/2022 14:10;31/01/2022 00:00:00;4042;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4043;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:15;31/01/2022 07:25;31/01/2022 00:00:00;4043;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4045;E195;118;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 10:50;31/01/2022 12:05;31/01/2022 00:00:00;4045;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4046;A20N;174;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;31/01/2022;31/01/2022 17:10;31/01/2022 18:25;31/01/2022 00:00:00;4046;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4047;E295;136;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 06:10;31/01/2022 07:45;31/01/2022 00:00:00;4047;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4048;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;31/01/2022;31/01/2022 08:35;31/01/2022 10:15;31/01/2022 00:00:00;4048;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4049;A20N;174;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;31/01/2022;31/01/2022 08:45;31/01/2022 09:50;31/01/2022 00:00:00;4049;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBCF;TANCREDO NEVES - CONFINS - MG - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4055;E295;136;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK - BRASÍLIA - DF - BRASIL;31/01/2022;31/01/2022 20:45;31/01/2022 22:30;31/01/2022 00:00:00;4055;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;1;4057;A20N;174;SBPA;SALGADO FILHO - PORTO ALEGRE - RS - BRASIL;31/01/2022;31/01/2022 15:20;31/01/2022 17:00;31/01/2022 00:00:00;4057;1;REGULAR DE PASSAGEIROS DOMÉSTICA;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;
